ID	Value
HED10063	[[जन्म\N_NN के\PSP]]_NP [[छ\QT_QTC घण्टे\N_NN बाद\N_NST ही\RP_RPD]]_NP [[इनकी\DM_DMD माता\N_NN की\PSP]]_NP [[मृत्यु\N_NN]]_NP [[हो\V_VM गई\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK [[इन्हें\DM_DMD]]_NP [[इनकी\DM_DMD दादी\N_NN ने\PSP]]_NP [[पाला\V_VM पोसा\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10064	[[शिशु\N_NN का\PSP]]_NP [[नाम\N_NN]]_NP [[रखा\V_VM गया\V_VAUX]]_VGF [[गुसाई\N_NNP दत्त\N_NNP]]_NP [[।\RD_PUNC]]_BLK 
HED10065	[[वे\PR_PRP]]_NP [[सात\QT_QTC भाई\N_NN -\RD_PUNC बहनों\N_NN में\PSP]]_NP [[सबसे\RP_INTF छोटे\JJ]]_JJP [[थे\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10066	[[गुसाई\N_NNP दत्त\N_NNP की\PSP]]_NP [[प्रारंभिक\JJ शिक्षा\N_NN -\RD_PUNC दीक्षा\N_NN अल्मोड़ा\N_NNP में\PSP]]_NP [[हुई\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10067	[[उन्हें\PR_PRP]]_NP [[अपना\PR_PRF नाम\N_NN पसंद\N_NN]]_NP [[नहीं\RP_NEG था\V_VM ,\RD_PUNC]]_VGF [[इसलिये\CC_CCS]]_CCP [[उन्होंने\PR_PRP]]_NP [[अपना\PR_PRF नाम\N_NN]]_NP [[रख\V_VM लिया\V_VAUX -\RD_PUNC]]_VGF [[सुमित्रानंदन\N_NNP पंत\N_NNP]]_NP [[।\RD_PUNC]]_BLK 
HED10068	[[यहाँ\N_NST]]_NP [[म्योर\N_NNP कॉलेज\N_NNP में\PSP]]_NP [[उन्होंने\PR_PRP इंटर\N_NN में\PSP]]_NP [[प्रवेश\N_NN]]_NP [[लिया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10069	[[1921\QT_QTC में\PSP]]_NP [[असयोग\N_NNP आंदोलन\N_NNP के\PSP]]_NP [[क्रम\N_NN में\PSP]]_NP [[महात्मा\N_NNP गांधी\N_NNP के\PSP]]_NP [[आह्वान\N_NN पर\PSP]]_NP [[उन्होंने\PR_PRP कालेज\N_NN]]_NP [[छोड़\V_VM दिया\V_VAUX]]_VGF [[और\CC_CCD]]_CCP [[घर\N_NN पर\PSP ही\RP_RPD]]_NP [[हिन्दी\N_NNP ,\RD_PUNC संस्कृत\N_NNP ,\RD_PUNC बांग्ला\N_NNP और\CC_CCD अंग्रेजी\N_NNP का\PSP]]_NP [[अध्ययन\N_NN]]_NP [[करने\V_VM लगे\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10070	[[इलाहाबाद\N_NNP में\PSP]]_NP [[कचहरी\N_NN के\PSP पास\N_NST]]_NP [[प्रकृति\N_NN सौंदर्य\N_NN से\PSP]]_NP [[सजे\V_VM हुए\V_VAUX]]_VGNF [[एक\QT_QTC सरकारी\JJ बंगले\N_NN में\PSP]]_NP [[रहकर\V_VM]]_VGF [[उन्होंने\PR_PRP]]_NP [[हिन्दी\N_NNP साहित्य\N_NN की\PSP]]_NP [[ऐतिहासिक\JJ सेवा\N_NN]]_NP [[की\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10071	[[सुमित्रानंदन\N_NNP पंत\N_NNP ने\PSP]]_NP [[बाल्यावस्था\N_NN में\PSP ही\RP_RPD]]_NP [[कविता\N_NN लिखना\N_NN]]_NP [[शुरू\N_NN]]_NP [[कर\V_VM किया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10072	[[1926\QT_QTC -\RD_PUNC 27\QT_QTC में\PSP]]_NP [[उनका\PR_PRP पहला\QT_QTO]]_NP [[काव्य\N_NN संकलन\N_NN]]_NP [[‘पल्लव\N_NNP ’\RD_PUNC]]_NP [[नाम\N_NN से\PSP]]_NP [[प्रकाशित\N_NN]]_NP [[हुआ\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10073	[[कुछ\QT_QTF समय\N_NN]]_NP [[पश्‍चात\N_NST]]_NP [[वे\PR_PRP]]_NP [[अपने\PR_PRF भाई\N_NN]]_NP [[देवीदत्त\N_NNP के\PSP साथ\PSP]]_NP [[अल्मोड़ा\N_NNP]]_NP [[आ\V_VM गये\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10074	[[इसी\DM_DMD दौरान\N_NST]]_NP [[वे\PR_PRP]]_NP [[मार्क्स\N_NN व\CC_CCD फ्रायड\N_NNP की\PSP]]_NP [[विचारधारा\N_NN के\PSP]]_NP [[प्रभाव\N_NN में\PSP]]_NP [[आये\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10075	[[1938\QT_QTC में\PSP]]_NP [[उन्होंने\PR_PRP ‘\RD_PUNC रूपाभ\N_NNP ’\RD_PUNC नामक\JJ प्रगतिशील\JJ मासिक\N_NN पत्र\N_NN]]_NP [[निकाला\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10076	[[शमशेर\N_NNP ,\RD_PUNC रघुपति\N_NNP सहाय\N_NNP आदि\QT_QTF के\PSP साथ\PSP]]_NP [[वे\PR_PRP]]_NP [[प्रगतिशील\JJ लेखक\N_NN]]_NP [[संघ\N_NN से\PSP भी\RP_RPD]]_NP [[जुड़े\V_VM रहे\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10077	[[वे\PR_PRP]]_NP [[1955\QT_QTC से\PSP]]_NP [[1962\QT_QTC तक\PSP]]_NP [[आकाशवाणी\N_NN में\PSP]]_NP [[मुख्य\JJ -\RD_PUNC]]_NP [[निर्माता\N_NN के\PSP]]_NP [[पद\N_NN पर\PSP]]_NP [[कार्य\N_NN]]_NP [[किया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10078	[[सुमित्रानंदन\N_NNP पंत\N_NNP के\PSP]]_NP [[काव्य\N_NN जगत\N_NN के\PSP]]_NP [[कई\QT_QTF आयाम\N_NN]]_NP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10079	[[उनकी\PR_PRP]]_NP [[विचारधारा\N_NN योगी\N_NN]]_NP [[अरविन्द\N_NNP से\PSP]]_NP [[प्रभावित\JJ भी\RP_RPD]]_NP [[हुई\V_VM]]_VGF [[जो\DM_DMR बाद\N_NST की\PSP]]_NP [[आपकी\PR_PRP रचनाओं\N_NN में\PSP]]_NP [[दृष्टिगोचर\JJ]]_NP [[होती\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10080	[[इस\DM_DMD प्रकार\N_NN]]_NP [[इनकी\DM_DMD कविता\N_NN का\PSP]]_NP [[आध्यात्मिक\JJ ,\RD_PUNC सामाजिक\JJ ,\RD_PUNC राजनीतिक\JJ पक्ष\N_NN]]_NP [[प्रबल\JJ]]_JJP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10081	[[1907\QT_QTC से\PSP]]_NP [[1918\QT_QTC के\PSP]]_NP [[काल\N_NN को\PSP]]_NP [[स्वयं\PR_PRF कवि\N_NN ने\PSP]]_NP [[अपने\PR_PRF कवि\N_NN -\RD_PUNC जीवन\N_NN का\PSP]]_NP [[प्रथम\QT_QTO चरण\N_NN]]_NP [[माना\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10082	[[इस\DM_DMD काल\N_NN की\PSP]]_NP [[कविताएँ\N_NN “\RD_PUNC वीणा\N_NNP ”\RD_PUNC में\PSP]]_NP [[संकलित\N_NN]]_NP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10083	[[सन\N_NN]]_NP [[1922\QT_QTC में\PSP]]_NP [[“\RD_PUNC]]_BLK [[उच्छवास\N_NNP ”\RD_PUNC और\CC_CCD 1928\QT_QTC में\PSP “\RD_PUNC]]_NP [[पल्लव\N_NNP ”\RD_PUNC का\PSP]]_NP [[प्रकाशन\N_NN]]_NP [[हुआ\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10084	[[उनके\PR_PRP जीवनकाल\N_NN में\PSP]]_NP [[उनकी\PR_PRP]]_NP [[28\QT_QTC पुस्तकें\N_NN प्रकाशित\N_NN]]_NP [[हुई\V_VM ,\RD_PUNC]]_VGF [[जिनमें\DM_DMR कविताएँ\N_NN ,\RD_PUNC पद्य\N_NN -\RD_PUNC नाटक\N_NN ,\RD_PUNC और\CC_CCD निबंध\N_NN]]_NP [[शामिल\N_NN हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10085	[[श्री\N_NNP सुमित्रानंदन\N_NNP पंत\N_NNP]]_NP [[अपने\PR_PRF विस्तृत\JJ वाङ्‍मय\N_NN में\PSP]]_NP [[एक\QT_QTC विचारक\N_NN ,\RD_PUNC दार्शनिक\N_NN और\CC_CCD मानवतावादी\N_NN के\PSP]]_NP [[रूप\PSP में\PSP]]_NP [[सामने\N_NST]]_NP [[आते\V_VM हैं\V_VAUX]]_VGF [[किंतु\CC_CCD]]_CCP [[उनकी\PR_PRP सबसे\RP_INTF कलात्मक\JJ कविताएँ\N_NN ‘\RD_PUNC पल्लव\N_NNP ’\RD_PUNC में\PSP]]_NP [[संकलित\N_NN]]_NP [[हैं\V_VM ,\RD_PUNC]]_VGF [[जो\DM_DMR]]_NP [[1918\QT_QTC से\PSP]]_NP [[1925\QT_QTC तक\PSP]]_NP [[लिखी\V_VM गई\V_VAUX]]_VGF [[32\QT_QTC कविताओं\N_NN का\PSP]]_NP [[संग्रह\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10086	[[उनका\PR_PRP संपूर्ण\JJ साहित्य\N_NN ‘\RD_PUNC सत्यम\N_NNP शिवम\N_NNP सुंदरम\N_NNP ’\RD_PUNC के\PSP]]_NP [[आदर्शॊं\N_NN से\PSP]]_NP [[प्रभावित\JJ]]_NP [[होते\V_VM हुए\V_VAUX भी\RP_RPD]]_VGNF [[समय\N_NN के\PSP साथ\PSP]]_NP [[निरंतर\RB]]_NP [[बदलता\V_VM रहा\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10087	[[उनकी\PR_PRP सबसे\RP_INTF बाद\N_NST की\PSP]]_NP [[कविताएँ\N_NN]]_NP [[अरविंद\N_NNP दर्शन\N_NN और\CC_CCD मानव\N_NN कल्याण\N_NN की\PSP]]_NP [[भावनाओं\N_NN से\PSP]]_NP [[ओत\JJ -\RD_PUNC प्रोत\JJ]]_JJP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10088	[[पंत\N_NN]]_NP [[परंपरावादी\JJ आलोचकों\N_NN और\CC_CCD प्रगतिवादी\JJ व\CC_CCD प्रयोगवादी\JJ आलोचकों\N_NN के\PSP सामने\N_NST]]_NP [[कभी\DM_DMQ]]_NP [[नहीं\RP_NEG झुके\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10089	[[उन्होंने\PR_PRP]]_NP [[अपनी\PR_PRF कविताओं\N_NN]]_NP [[पूर्व\JJ मान्यताओं\N_NN को\PSP]]_NP [[नकारा\V_VM नहीं\RP_NEG]]_VGF [[।\RD_PUNC]]_BLK 
HED10090	[[उन्होंने\PR_PRP]]_NP [[अपने\PR_PRF ऊपर\N_NST]]_NP [[लगने\V_VM वाले\V_VAUX]]_VGF [[आरोपों\N_NN को\PSP]]_NP [[‘\RD_PUNC]]_BLK [[नम्र\N_NNP अवज्ञा\N_NNP ’\RD_PUNC]]_NP [[कविता\N_NN के\PSP]]_NP [[माध्यम\N_NN से\PSP]]_NP [[खारिज\N_NN]]_NP [[किया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10091	[[वह\DM_DMD]]_NP [[कहते\V_VM थे\V_VAUX गा\V_VM]]_VGF [[कोकिला\N_NN]]_NP [[संदेश\V_VM]]_VGF [[सनातन\N_NN ,\RD_PUNC]]_NP [[मानव\N_NN का\PSP]]_NP [[परिचय\N_NN मानवपन\N_NN]]_NP [[।\RD_PUNC]]_BLK 
HED10092	[[हिन्दी\N_NNP साहित्य\N_NN की\PSP]]_NP [[इस\DM_DMD अनवरत\JJ सेवा\N_NN के\PSP लिये\PSP]]_NP [[उन्हें\PR_PRP]]_NP [[पद्‍म\N_NNP भूषण\N_NNP (\RD_SYM 1961\QT_QTC )\RD_SYM ,\RD_PUNC ज्ञानपीठ\N_NNP (\RD_SYM 1968\QT_QTC )\RD_SYM ,\RD_PUNC साहित्य\N_NN अकादमी\N_NNP तथा\CC_CCD सोवियत\N_NNP लैंड\N_NNP नेहरू\N_NNP जैसे\PSP]]_NP [[उच्च\JJ श्रेणी\N_NN के\PSP]]_NP [[सम्मानों\N_NN से\PSP]]_NP [[अलंकृत\N_NN]]_NP [[किया\V_VM गया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10093	[[आधी\QT_QTO शताब्दी\N_NN से\PSP भी\RP_RPD]]_NP [[अधिक\RP_INTF लंबे\JJ काल\N_NN के\PSP]]_NP [[उनके\PR_PRP रचनाकर्म\N_NN में\PSP]]_NP [[आधुनिक\JJ हिंदी\N_NNP कविता\N_NN का\PSP]]_NP [[पूरा\N_NN]]_NP [[एक\QT_QTC युग\N_NN]]_NP [[समाया\V_VM हुआ\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10094	[[अल्मोड़ा\N_NNP के\PSP पास\N_NST]]_NP [[उत्तराखंड\N_NNP में\PSP]]_NP [[कुमायुं\N_NNP की\PSP]]_NP [[पहाड़ियों\N_NN पर\PSP]]_NP [[बसे\V_VM]]_VGF [[कौसानी\N_NNP में\PSP ,\RD_PUNC]]_NP [[जहाँ\DM_DMR]]_NP [[उनका\PR_PRP बचपन\N_NN]]_NP [[बीता\V_VM था\V_VAUX ,\RD_PUNC]]_VGF [[वहाँ\N_NST का\PSP]]_NP [[उनका\PR_PRP घर\N_NN]]_NP [[आज\N_NST ‘\RD_PUNC]]_NP [[सुमित्रानंदन\N_NNP पंत\N_NNP साहित्यिक\N_NNP वीथिका\N_NNP ’\RD_PUNC नामक\JJ संग्रहालय\N_NN]]_NP [[बन\V_VM चुका\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10095	[[संग्रहालय\N_NN में\PSP]]_NP [[उनको\PR_PRP मिले\JJ ज्ञानपीठ\N_NNP पुरस्कार\N_NN का\PSP]]_NP [[प्रशस्तिपत्र\N_NN ,\RD_PUNC]]_NP [[हिंदी\N_NNP साहित्य\N_NNP संस्थान\N_NNP द्वारा\PSP]]_NP [[मिला\V_VM]]_VGF [[साहित्य\N_NN]]_NP [[वाचस्पति\N_NN का\PSP]]_NP [[प्रशस्तिपत्र\N_NN भी\RP_RPD]]_NP [[मौजूद\JJ]]_JJP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10096	[[साथ\PSP ही\RP_RPD]]_NP [[उनकी\PR_PRP रचनाएँ\N_NN]]_NP [[लोकायतन\N_NNP ,\RD_PUNC आस्था\N_NNP ,\RD_PUNC रूपम\N_NNP आदि\QT_QTF कविता\N_NN]]_NP [[संग्रह\N_NN]]_NP [[की\V_VM]]_VGF [[पांडुलिपियाँ\N_NN भी\RP_RPD]]_NP [[सुरक्षित\JJ]]_JJP [[रखी\V_VM हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10097	[[कालाकांकर\N_NNP के\PSP]]_NP [[कुंवर\N_NNP सुरेश\N_NNP सिंह\N_NNP और\CC_CCD हरिवंश\N_NNP राय\N_NNP बच्चन\N_NNP से\PSP]]_NP [[किये\V_VM गये\V_VAUX]]_VGF [[उनके\PR_PRP पत्र\N_NN -\RD_PUNC व्यवहार\N_NN की\PSP]]_NP [[प्रतिलिपियाँ\N_NN भी\RP_RPD]]_NP [[यहाँ\N_NST]]_NP [[मौजूद\JJ]]_JJP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10098	[[संग्रहालय\N_NN में\PSP]]_NP [[उनकी\PR_PRP स्मृति\N_NN में\PSP]]_NP [[प्रत्येक\DM_DMI वर्ष\N_NN]]_NP [[पंत\N_NNP व्याख्यानमाला\N_NN का\PSP]]_NP [[आयोजन\N_NN]]_NP [[होता\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10099	[[यहाँ\N_NST से\PSP “\RD_PUNC]]_NP [[सुमित्रानंदन\N_NNP पंत\N_NNP व्यक्तित्व\N_NNP और्\N_NNP कृतित्व\N_NNP ”\RD_PUNC नामक\JJ पुस्तक\N_NN भी\RP_RPD]]_NP [[प्रकाशित\N_NN]]_NP [[की\V_VM गई\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10100	[[सुभद्रा\N_NNP कुमारी\N_NNP चौहान\N_NNP हिन्दी\N_NNP की\PSP]]_NP [[भाषाओं\N_NN की\PSP]]_NP [[महान\JJ प्रतिभाशाली\JJ कवयित्री\N_NN के\PSP]]_NP [[रूप\PSP में\PSP]]_NP [[मानी\V_VM जाती\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10101	[[इन्होंने\PR_PRP देश\N_NN ,\RD_PUNC समाज\N_NN ,\RD_PUNC जनजीवन\N_NN एवं\CC_CCD राष्‍ट्र\N_NN से\PSP]]_NP [[जुड़ी\JJ]]_NP [[अपनी\PR_PRF भावनाओं\N_NN को\PSP]]_NP [[नैसर्गिकता\N_NN से\PSP]]_NP [[प्रकट\N_NN]]_NP [[किया\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10102	[[बाल्यकाल\N_NN से\PSP ही\RP_RPD]]_NP [[वे\PR_PRP]]_NP [[कविताएँ\N_NN]]_NP [[रचने\V_VM लगी\V_VAUX थीं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10103	[[उनकी\PR_PRP रचनाएँ\N_NN]]_NP [[राष्‍ट्रीयता\JJ की\PSP]]_NP [[भावना\N_NN से\PSP]]_NP [[परिपूर्ण\JJ]]_JJP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10104	[[देशप्रेम\N_NN ,\RD_PUNC]]_NP [[राष्‍ट्रबोध\N_NN के\PSP अलावा\PSP]]_NP [[समाज\N_NN के\PSP]]_NP [[सहज\JJ जीवन\N_NN प्रसंग\N_NN]]_NP [[इनकी\DM_DMD कविताओं\N_NN के\PSP]]_NP [[केन्द्र\N_NN में\PSP]]_NP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10105	[[सुभद्रा\N_NNP कुमारी\N_NN]]_NP [[एक\QT_QTC संभ्रांत\JJ पारिवारिक\JJ पृष्‍ठभूमि\N_NN की\PSP]]_NP [[महिला\N_NN]]_NP [[थीं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10106	[[राष्‍ट्रीय\JJ चेतना\N_NN की\PSP]]_NP [[एक\QT_QTC सजग\JJ कवयित्री\N_NN]]_NP [[रही\V_VM हैं\V_VAUX ,\RD_PUNC]]_VGF [[किन्तु\CC_CCD]]_CCP [[इन्होंने\PR_PRP अनेक\QT_QTF बार\N_NN]]_NP [[जेल\N_NN]]_NP [[यातनाएँ\N_NNP सहने\N_NN के\PSP पश्‍चात\N_NST]]_NP [[अपनी\PR_PRF अनुभुतियों\N_NN को\PSP]]_NP [[कहानी\N_NN में\PSP भी\RP_RPD]]_NP [[व्यक्‍त\N_NN]]_NP [[किया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10107	[[इनका\PR_PRP पारिवारिक\JJ जीवन\N_NN]]_NP [[सुखी\JJ और\CC_CCD समृद्ध\JJ]]_JJP [[था\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10108	[[इनकी\PR_PRC ,\RD_PUNC]]_NP [[चार\QT_QTC बहनें\N_NN]]_NP [[और\CC_CCD]]_CCP [[दो\QT_QTC भाई\N_NN]]_NP [[थे\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10109	[[उनके\PR_PRP पिता\N_NN]]_NP [[ठाकुर\N_NNP रामनाथ\N_NNP सिंह\N_NNP शिक्षा\N_NN के\PSP]]_NP [[प्रेमी\N_NN]]_NP [[थे\V_VM]]_VGF [[और\CC_CCD]]_CCP [[उन्हीं\PR_PRP की\PSP देखरेख\N_NN में\PSP]]_NP [[उनकी\PR_PRP प्रारंभिक\JJ शिक्षा\N_NN भी\RP_RPD]]_NP [[हुई\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10110	[[1919\QT_QTC में\PSP]]_NP [[खंडवा\N_NNP के\PSP]]_NP [[ठाकुर\N_NNP लक्ष्मण\N_NNP सिंह\N_NNP के\PSP साथ\PSP]]_NP [[विवाह\N_NN के\PSP बाद\N_NST]]_NP [[वे\PR_PRP]]_NP [[जबलपुर\N_NNP]]_NP [[आ\V_VM गई\V_VAUX थीं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10111	[[1921\QT_QTC में\PSP]]_NP [[गांधी\N_NNP जी\RP_RPD के\PSP]]_NP [[असहयोग\N_NNP आंदोलन\N_NNP में\PSP]]_NP [[भाग\N_NN]]_NP [[लेने\V_VM वाली\V_VAUX]]_VGF [[वह\DM_DMD]]_NP [[प्रथम\QT_QTO महिला\N_NN]]_NP [[थीं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10112	[[सुभद्रा\N_NNP कुमारी\N_NNP चौहान\N_NNP की\PSP]]_NP [[जीवनी\N_NN ,\RD_PUNC]]_NP [[इनकी\PR_PRL पुत्री\N_NN ,\RD_PUNC सुधा\N_NNP चौहान\N_NNP ने\PSP ‘\RD_PUNC]]_NP [[मिला\N_NNP तेज\N_NNP से\N_NNP तेज\N_NNP ’\RD_PUNC नामक\JJ पुस्तक\N_NN में\PSP]]_NP [[लिखी\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10113	[[इसे\DM_DMD]]_NP [[हंस\N_NNP प्रकाशन\N_NNP ,\RD_PUNC इलाहाबाद\N_NNP ने\PSP]]_NP [[प्रकाशित\N_NN]]_NP [[किया\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10114	[[वे\PR_PRP]]_NP [[एक\QT_QTC रचनाकार\N_NN]]_NP [[होने\V_VM के\PSP]]_VGINF [[साथ\N_NST -\RD_PUNC साथ\N_NST]]_NP [[स्वाधीनता\N_NN संग्राम\N_NN की\PSP]]_NP [[सेनानी\N_NN भी\RP_RPD]]_NP [[थीं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10115	[[डॉ.\N_NNP मंगला\N_NNP अनुजा\N_NNP की\PSP]]_NP [[पुस्तक\N_NNP सुभद्रा\N_NNP कुमारी\N_NNP चौहान\N_NNP]]_NP [[उनके\PR_PRP साहित्यिक\JJ और\CC_CCD व\CC_CCD स्वाधीनता\N_NN संग्राम\N_NN के\PSP]]_NP [[जीवन\N_NN पर\PSP]]_NP [[प्रकाश\RB]]_NP [[डालती\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10116	[[साथ\PSP ही\RP_RPD]]_NP [[स्वाधीनता\N_NN आंदोलन\N_NN में\PSP]]_NP [[उनके\PR_PRP कवित\N_NN के\PSP जरिये\PSP]]_NP [[नेतृत्व\N_NN को\PSP]]_NP [[बी\N_NN रेखांकित\N_NN]]_NP [[करती\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10117	[[15\QT_QTC फरवरी\N_NNP]]_NP [[1948\QT_QTC को\PSP]]_NP [[एक\QT_QTC कार\N_NN दुर्घटना\N_NN में\PSP]]_NP [[उनका\PR_PRP आकस्मिक\JJ निधन\N_NN]]_NP [[हो\V_VM गया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
